label,text
Anxiety Disorder,restlessness trembling and feeling on edge constantly
Irritable Bowel Syndrome,i have constipation and bloating with occasional diarrhea
Pcos,"irregular menstrual cycles, weight gain especially around the belly, and dark patches of skin."
Sinusitis,"i have severe sinus pressure, headache, and congestion that has lasted over two weeks."
Appendicitis,"symptoms include severe abdominal pain on the right side, vomiting, and lack of appetite."
Malaria,cyclic high temperature with shaking chills and profuse sweating
Alzheimer'S Disease,i have test results can help doctors know if there are other possible causes of the person's symptoms
Influenza,"for the past few days, i have fever with sore throat runny nose and muscle pain"
Hyperthyroidism,"for the past few days, i have bulging eyes, rapid weight loss, heat intolerance, and nervousness."
Asthma,difficulty breathing at night with wheezing and coughing
Appendicitis,i am experiencing sharp pain in lower right abdomen with nausea and fever
Bronchitis,tiredness and cough with mucus chest discomfort wheezing
Malaria,"i am experiencing profuse sweating, headache, nausea, and recurring fevers/chills."
Scabies,itchy rash between fingers and on wrists with tiny bumps
Chickenpox,high temperature followed by itchy rash and small blisters on skin
Sinusitis,"for the past few days, i have i have pain around my sinuses with thick yellow discharge"
Hyperthyroidism,very anxious and rapid heart rate and trouble sleeping. and constantly sweating
Parkinson'S Disease,"slowed movement, muscle rigidity, and impaired balance or posture."
Psoriasis,redness and itchy painful skin patches with flaking
Strep Throat,painful swallowing fever and red swollen throat
Covid-19,i have short fever cough fatigue and exposure to covid
Hypertension,"for the past few days, i have my doctor says my blood pressure is very high. i sometimes get dizzy and have headaches."
Ear Infection,"for the past few days, i have earache, feeling of fullness in the ear, and some hearing loss."
Migraine,"pounding painful head pain on the left temple, bright lights make it much worse."
Chickenpox,i have marks and blisters appearing on skin with fever and malaise
Scabies,i have contagious skin condition with itchy bumps and burrow marks
Ulcerative Colitis,"bloody diarrhea occurring frequently, stomach cramps, and sudden urge to pass stool."
Parkinson'S Disease,symptoms include such as during a neurological examination
Irritable Bowel Syndrome,i have bloating gas and irregular bowel movements
Ulcerative Colitis,"i am experiencing abdominal cramping, persistent bloody diarrhea, and overall fatigue."
Psoriasis,i have sometimes the diagnosis is more difficult
Heart Attack,"symptoms include quick action can save your life: call 911
                
the signs and symptoms of a heart attack can develop suddenly"
Hyperthyroidism,very anxious and rapid heart rate and trouble sleeping. and constantly sweating
Hyperthyroidism,"symptoms include fast heartbeat, feeling very hot all the time, completely restless and jittery."
Kidney Stones,i am experiencing sharp cramping pain in flank with pink or red urine
Heart Attack,i am experiencing the discomfort can feel like uncomfortable pressure
Pcos,"irregular periods, excessive facial hair growth, and unexplained weight gain."
Hypertension,i am experiencing and losing focus during conversations
Influenza,body aches all over my back. and i've got this terrible fever along with chills
Gastritis,"gnawing pain in the stomach, bloating, and loss of appetite."
Irritable Bowel Syndrome,i have constipation and bloating with occasional diarrhea
Heart Attack,symptoms include not all heart attacks begin with the sudden
Psoriasis,i am experiencing i have thick scaly patches on my elbows that itch
Irritable Bowel Syndrome,i am experiencing upset stomach with alternating bowel habits and flatulence
Asthma,i am experiencing a european rare disease database
Anemia,extreme tiredness weakness and pale complexion
Lyme Disease,"extreme tiredness, swollen lymph nodes, and a strange expanding red rash."
Sinusitis,sinus pressure head pain and thick green nasal mucus
Endometriosis,"chronic pelvic pain throughout the month, very heavy and painful periods."
Anemia,"for the past few days, i have people who have kidney disease and anemia are more likely to have heart problems"
Sinusitis,i have pain around my sinuses with thick yellow discharge
Psoriasis,"for the past few days, i have if your doctor isn't sure if you have psoriasis"
Gastroenteritis,abdominal pain diarrhea and feeling dehydrated
Anemia,symptoms include too little fluid intake or too much loss of fluid in the blood and body can occur
Pneumonia,symptoms include if they already have a lung disease
Endometriosis,"i have chronic pelvic pain throughout the month, very heavy and painful periods."
Eczema,chronic dry flaky skin that is inflamed and red.
Dengue Fever,i have the first number of the fraction is how many people had the symptom
Asthma,i have the table below includes how often the symptom is seen in people with this condition
Allergic Rhinitis,clear nasal drip. and dust triggers my allergies: non-stop sneezing
Endometriosis,chronic pelvic pain throughout the month and very heavy and painful periods.
Heart Attack,"i am experiencing i feel like an elephant is sitting on my chest, very dizzy and nauseous."
Asthma,"i have common signs and symptoms of asthma include:
                
coughing"
Pneumonia,symptoms include this is a very thin space between two layers of tissue that line the lungs and the chest cavity
Kidney Stones,intense pain in lower back with difficulty urinating
Ulcerative Colitis,"rectal pain and bleeding, diarrhea, and high temperatureish feelings."
Pcos,excessive facial hair growth and unexplained weight gain. and irregular periods
Asthma,coughing and difficulty breathing at night with wheezing
Dengue Fever,high temperature with rash muscle pain and bleeding gums
Psoriasis,"for the past few days, i have thick red plaques of skin covered with silvery scales on my elbows and scalp."
Alzheimer'S Disease,"for the past few days, i have a geriatric psychiatrist specializes in mental problems in older adults"
Urinary Tract Infection,burning urination lower abdominal discomfort and frequent urination
Lyme Disease,i am experiencing the sign or symptom may be rare or common
Sinusitis,blocked nose yellowish discharge and pain around eyes and forehead
Alzheimer'S Disease,"for the past few days, i have early diagnosis offers the best chance to treat the symptoms"
Urinary Tract Infection,i have painful and frequent urination with lower back pain
Diabetes,blurry vision fatigueness and cuts that heal slowly
Irritable Bowel Syndrome,"for the past few days, i have abdominal cramping bloating diarrhea and constipation"
Depression,feeling empty tearful and unable to enjoy things
Alzheimer'S Disease,"i keep forgetting recent events and names of family members, feeling very confused."
Stroke,i have trouble speaking or understanding  - sudden trouble seeing in one or both eyes  - sudden trouble walking
Tonsillitis,"for the past few days, i have i have very painful throat and can see white spots on my tonsils"
Strep Throat,"swollen lymph nodes, very red tonsils, high fever, and sudden sore throat."
Chickenpox,classic childhood rash: red spots becoming itchy blisters all over the body.
Alzheimer'S Disease,"misplacing items in strange places, struggling with words, and memory decline."
Asthma,symptoms include the best way to diagnose asthma for certain is to use a lung function test
Celiac Disease,chronic diarrhea and an itchy blistering skin rash after eating gluten. and abdominal pain
Bronchitis,i have chronic cough producing yellow or green mucus and chest tightness
Typhoid,prolonged fever and constipation followed by diarrhea. and feeling very weak
Tonsillitis,"i am experiencing very sore throat, swollen glands in my neck, and bad breath with fever."
Covid-19,persistent dry cough high temperature shortness of breath and fatigue
